freq,unit,schedule,tra_cov,tra_meas,rep_airp\TIME_PERIOD	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 	2025-03 	2025-04 	2025-05 	2025-06 	2025-07 	2025-08 	2025-09 	2025-10 	2025-11 	2025-12 
M,PAS,TOT,INTL,PAS_CRD,FI_EFKU	3198 	1799 	1666 	1673 	2077 	1688 	1752 	2227 	3256 	1446 	167 	1437 	1727 	3147 	1540 	2422 
M,PAS,TOT,INTL,PAS_CRD,FI_EFMA	2838 	2177 	1834 	1206 	1525 	1461 	1888 	2095 	2390 	1943 	1492 	2022 	2473 	2714 	1929 	1207 
M,PAS,TOT,INTL,PAS_CRD,FI_EFOU	8967 	11647 	4324 	6257 	3460 	3392 	3814 	4099 	7309 	4350 	3272 	4105 	5121 	6925 	1391 	2906 
M,PAS,TOT,INTL,PAS_CRD,FI_EFPO	374 	2029 	12 	0 	24 	0 	0 	493 	446 	8 	20 	147 	330 	2238 	20 	12 
M,PAS,TOT,INTL,PAS_CRD,FI_EFRO	780 	4776 	42706 	187252 	117860 	106936 	72466 	2897 	3719 	3410 	4160 	3760 	3387 	9032 	62522 	214782 
M,PAS,TOT,INTL,PAS_CRD,FI_EFSA	109 	704 	0 	0 	0 	0 	0 	0 	0 	68 	144 	105 	0 	348 	28 	0 
M,PAS,TOT,INTL,PAS_CRD,FI_EFTP	13121 	12725 	11830 	12442 	7580 	7996 	9779 	10287 	10984 	13923 	16619 	10796 	11882 	12350 	11658 	12845 
M,PAS,TOT,INTL,PAS_CRD,FI_EFTU	22665 	23398 	16329 	18361 	15446 	14627 	19964 	22456 	22526 	25341 	20775 	22076 	22900 	28663 	25226 	33430 
M,PAS,TOT,INTL,PAS_CRD,FI_EFVA	8094 	7768 	6810 	7521 	5128 	4456 	5280 	5231 	6337 	6465 	6369 	5818 	5846 	7151 	4795 	4773 
M,PAS,TOT,INTL,PAS_CRD,FR_FMCZ	6555 	9295 	7474 	3131 	7742 	6425 	6322 	7283 	9530 	6717 	11567 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_FMEE	57266 	92903 	69609 	91772 	98668 	44794 	74412 	61132 	89079 	56130 	93304 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBD	447463 	407072 	202605 	246638 	186342 	217385 	271590 	316263 	368728 	379733 	428226 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBE	33355 	18222 	5186 	5716 	4323 	4305 	7869 	18242 	22377 	39337 	44711 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBH	25419 	14850 	5940 	5834 	6120 	5624 	7606 	13738 	21087 	30895 	41103 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBL	25724 	15841 	14572 	15100 	0 	0 	16785 	21627 	24506 	31159 	28059 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBO	434062 	418735 	307476 	335235 	291259 	315272 	352749 	406701 	422160 	415022 	435086 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBP	150 	452 	16 	159 	203 	207 	62 	36 	15 	244 	347 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBT	56848 	40499 	8097 	8862 	6091 	11705 	10147 	44823 	59148 	42808 	49591 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFBZ	38024 	27600 	8877 	8907 	6390 	7882 	11106 	34098 	41183 	44635 	66653 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFKB	30849 	20173 	3121 	1662 	635 	48 	47 	11422 	27510 	33924 	41895 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFKC	12428 	2392 	5 	0 	8 	4 	3 	721 	4964 	10436 	14845 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFKF	20113 	6810 	593 	39 	26 	0 	26 	7046 	10974 	21823 	36972 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFKJ	24653 	16569 	4023 	2203 	709 	0 	372 	12574 	17311 	20934 	26470 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFLB	: 	: 	: 	: 	45289 	45249 	49419 	20656 	55 	50 	247 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFLC	7139 	7867 	7254 	8043 	7910 	7812 	9285 	12202 	13463 	11588 	11431 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFLL	735268 	741723 	550660 	620534 	562977 	582642 	656824 	733629 	777820 	759574 	794293 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFLS	19 	57 	88 	41632 	60139 	62188 	71814 	22738 	17 	93 	48 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFMK	37444 	31629 	7792 	11116 	7554 	8297 	9656 	30508 	36656 	42239 	43544 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFML	720655 	706286 	492297 	524526 	464197 	496219 	540831 	765868 	789761 	782002 	859051 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFMN	1074781 	900073 	525028 	543240 	456488 	505857 	619448 	914019 	1079563 	1195454 	1392423 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFMP	27536 	14196 	7270 	8887 	8099 	8210 	9517 	18983 	23820 	30632 	31215 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFMT	86922 	72179 	43775 	50992 	40266 	42936 	39671 	68044 	71648 	77084 	92765 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFMU	31525 	16775 	5303 	6932 	5126 	4817 	6156 	21502 	30227 	35499 	39344 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFOB	574230 	608296 	431966 	500063 	438919 	456026 	545060 	629844 	640036 	612806 	618451 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFOK	7803 	7916 	4841 	5064 	5682 	5634 	6004 	6230 	6472 	5936 	5593 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFOT	10653 	12390 	7886 	10417 	9394 	7403 	12418 	13265 	12204 	12085 	15069 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFPG	5602641 	5619711 	4771200 	5241914 	4766713 	4507042 	4995849 	5464757 	5596625 	5774118 	6121561 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFPO	2277157 	2158325 	1571180 	1729883 	1541370 	1663983 	1750148 	2449990 	2458783 	2489181 	2584510 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFQQ	89715 	92137 	43410 	51584 	45924 	45930 	43435 	81938 	91437 	89401 	101411 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFRB	29708 	25779 	12529 	10065 	7320 	9435 	10872 	25166 	28969 	27701 	28440 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFRK	908 	69 	84 	34 	12 	350 	99 	317 	1532 	303 	507 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFRN	10743 	11472 	12590 	19369 	12088 	13237 	12762 	10703 	13544 	11916 	19771 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFRS	481666 	484068 	277827 	311364 	245771 	290803 	329899 	479432 	511211 	498481 	523378 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFRZ	0 	0 	0 	7 	6 	4 	105 	27 	3 	39 	26 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFSB	58790 	75282 	49174 	56957 	55088 	46821 	46773 	63742 	81269 	87319 	94506 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFST	48164 	46171 	34568 	51953 	36937 	35170 	36107 	46630 	44642 	48390 	55613 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFTH	6454 	2555 	354 	269 	254 	117 	207 	2779 	4115 	4719 	7597 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_LFTW	25854 	25432 	17169 	19782 	17996 	16298 	20329 	21660 	24294 	25839 	23523 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_SOCA	1881 	1615 	2320 	1692 	1791 	1721 	1619 	2041 	2585 	2421 	3103 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_TFFF	3337 	5315 	13111 	26634 	28775 	28287 	32282 	19832 	10854 	9396 	15244 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_TFFG	0 	0 	4 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,FR_TFFR	5535 	6759 	12848 	22881 	27874 	25136 	25291 	16149 	11275 	9279 	16444 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDDU	399225 	283983 	34762 	11166 	6663 	8514 	32475 	224719 	358936 	424484 	514612 	518030 	416255 	291774 	30902 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDPL	70823 	19524 	0 	0 	112 	0 	187 	8959 	46870 	90102 	129593 	120788 	85139 	26645 	206 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDRI	21435 	4766 	671 	377 	341 	243 	369 	793 	8979 	29140 	37188 	38559 	27682 	4883 	1063 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDSP	517683 	290452 	33710 	28623 	21672 	22978 	38214 	197915 	379396 	559383 	761028 	735443 	539101 	315226 	46508 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDZA	379027 	374199 	280705 	283304 	249885 	232570 	280188 	380351 	397630 	389259 	415950 	436363 	419554 	414863 	301830 	: 
M,PAS,TOT,INTL,PAS_CRD,HR_LDZD	259774 	84088 	580 	856 	313 	96 	3074 	82792 	162118 	291735 	341641 	356358 	253368 	99735 	1053 	: 
M,PAS,TOT,INTL,PAS_CRD,HU_LHBP	1653068 	1613518 	1396840 	1490312 	1288598 	1242494 	1464260 	1659958 	1694523 	1690695 	1839837 	1898271 	1791601 	1812101 	1548072 	1638758 
M,PAS,TOT,INTL,PAS_CRD,HU_LHDC	35212 	22479 	9824 	6621 	9000 	9465 	10442 	13708 	16850 	18483 	27150 	27187 	22039 	12600 	10515 	8627 
M,PAS,TOT,INTL,PAS_CRD,IE_EICK	295093 	258428 	200557 	211360 	195079 	203407 	248455 	308181 	330545 	354079 	377130 	375490 	320017 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IE_EIDW	3209888 	2981982 	2348120 	2376089 	2169807 	2129930 	2596908 	3061446 	3377553 	3526062 	3731581 	3763092 	3330841 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IE_EIKN	75270 	70197 	58955 	61020 	49655 	55964 	62825 	87171 	91900 	91986 	99993 	106255 	86873 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IE_EIKY	30055 	28057 	17739 	18850 	14078 	15880 	18247 	30176 	30809 	33122 	37292 	39647 	30332 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IE_EINN	189280 	185157 	134188 	141993 	116258 	118098 	146428 	192718 	207324 	231474 	248682 	252574 	209870 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IS_BIAR	609 	2306 	4061 	4989 	3866 	6650 	7784 	5047 	258 	1462 	1979 	1358 	503 	4390 	4928 	5953 
M,PAS,TOT,INTL,PAS_CRD,IS_BIEG	: 	: 	: 	: 	0 	0 	0 	0 	403 	149 	234 	57 	253 	328 	673 	7 
M,PAS,TOT,INTL,PAS_CRD,IS_BIIS	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,PAS,TOT,INTL,PAS_CRD,IS_BIKF	790367 	715082 	529764 	552483 	468831 	477590 	563219 	652697 	701973 	867120 	991718 	991585 	750696 	656066 	499223 	507875 
M,PAS,TOT,INTL,PAS_CRD,IS_BIRK	703 	132 	320 	226 	277 	292 	187 	286 	245 	466 	540 	1013 	746 	160 	184 	257 
M,PAS,TOT,INTL,PAS_CRD,IT_LIBC	0 	0 	0 	0 	0 	0 	195 	2491 	2765 	2970 	2789 	2605 	2953 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIBD	448897 	385996 	213071 	225305 	187349 	192547 	247481 	389277 	440593 	471656 	556346 	599045 	503435 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIBP	61009 	56593 	30937 	31388 	26734 	25337 	34501 	62145 	64162 	75893 	81440 	87616 	77846 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIBR	135866 	103116 	24411 	29037 	21430 	20161 	25517 	81969 	112906 	128270 	146068 	149746 	133468 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICA	107938 	67000 	18143 	18982 	15427 	14383 	19411 	57388 	90124 	123469 	145703 	148884 	129563 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICB	6900 	1349 	6 	24 	6 	0 	170 	2125 	2427 	3424 	8745 	11156 	7865 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICC	546437 	493151 	251830 	260732 	216794 	215328 	280111 	453278 	490820 	504306 	569550 	610826 	554886 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICD	3102 	903 	549 	356 	76 	136 	651 	102 	100 	113 	152 	168 	107 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICG	39 	21 	4 	0 	0 	0 	0 	0 	17 	88 	39 	30 	5 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICJ	326935 	291517 	116887 	119598 	93347 	107988 	142790 	279709 	321739 	341855 	414718 	436592 	362439 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICR	13436 	12830 	17143 	17649 	14099 	12845 	17483 	21320 	22305 	22328 	23156 	25123 	22021 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LICT	48026 	31311 	3373 	4006 	2955 	2436 	4521 	26647 	28704 	34562 	35807 	37015 	34784 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIEA	71696 	52925 	442 	67 	3 	742 	2813 	45814 	57512 	76503 	91380 	96240 	83138 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIEE	191088 	139020 	40209 	44284 	38015 	36112 	47987 	119060 	153217 	184784 	223679 	231846 	190323 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIEO	277884 	159068 	9885 	3715 	2910 	2550 	7548 	104199 	214287 	320841 	413192 	425499 	320579 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIMC	2388498 	2315326 	1853730 	1944467 	1729904 	1738645 	2032122 	2274128 	2244482 	2361268 	2559107 	2710840 	2491822 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIME	1231759 	1185247 	912952 	948188 	895071 	863586 	1007918 	1213253 	1242473 	1218992 	1270967 	1317490 	1214274 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIMF	199848 	194425 	166988 	206875 	222007 	229491 	253757 	209007 	202975 	195326 	207162 	218430 	203217 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIMJ	59196 	53181 	39219 	38125 	31234 	31085 	43705 	68258 	92699 	86275 	89455 	95262 	84570 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIML	447850 	440595 	417034 	399953 	378001 	378117 	443650 	563543 	566408 	569761 	591701 	579297 	570303 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIMP	5951 	5322 	2137 	2058 	2621 	1871 	2253 	2779 	3628 	4310 	4406 	4681 	3901 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPE	810294 	763504 	544698 	550164 	522261 	493084 	629451 	786972 	810621 	797617 	818491 	841618 	779191 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPH	265206 	259905 	226514 	224247 	227569 	216792 	250014 	280179 	284492 	287491 	300578 	307382 	284525 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPO	389 	256 	179 	98 	155 	139 	212 	170 	708 	451 	374 	241 	309 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPQ	64951 	63229 	44724 	46120 	38105 	37438 	47627 	66488 	72462 	80294 	83610 	87986 	79317 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPR	33659 	20757 	4579 	4422 	4088 	3779 	6803 	26438 	34576 	51305 	56829 	60661 	51949 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPX	266097 	182041 	101426 	122056 	127164 	138025 	163056 	181696 	229074 	267430 	308815 	331077 	272968 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPY	44466 	35240 	26449 	29403 	21711 	20779 	29646 	42638 	42799 	47932 	48273 	54221 	44692 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIPZ	965206 	908170 	597821 	589172 	506802 	549166 	676551 	842184 	920823 	934101 	946598 	964928 	937165 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRA	294178 	310187 	300862 	290832 	302774 	290885 	330848 	308911 	319144 	298650 	305360 	311286 	295126 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRF	3716780 	3565537 	2720770 	2733355 	2511528 	2475984 	3032283 	3516100 	3666481 	3780106 	3956125 	4196958 	3869360 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRN	1008714 	863730 	361485 	409158 	416767 	435741 	537018 	862638 	976526 	1014033 	1137662 	1207629 	1051876 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRP	449138 	405279 	213309 	235874 	197946 	206789 	278934 	416907 	451865 	476156 	521526 	531886 	462857 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRQ	301851 	296419 	197602 	182792 	168305 	173239 	227100 	310693 	346814 	343294 	331486 	333445 	350545 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,IT_LIRZ	40284 	34205 	14045 	13747 	10939 	10413 	15589 	43452 	47744 	48884 	54428 	54777 	50525 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,LT_EYKA	127335 	136430 	111561 	121402 	106566 	105530 	123076 	135594 	142051 	146023 	152015 	154044 	137381 	149903 	110412 	119624 
M,PAS,TOT,INTL,PAS_CRD,LT_EYPA	33229 	34969 	33059 	32552 	27140 	28645 	33667 	37385 	38462 	36482 	41643 	40909 	38641 	46575 	36109 	37088 
M,PAS,TOT,INTL,PAS_CRD,LT_EYSA	6 	0 	0 	0 	4 	0 	0 	16 	0 	4 	0 	21 	0 	0 	30 	0 
M,PAS,TOT,INTL,PAS_CRD,LT_EYVI	470482 	473778 	341816 	320310 	298834 	294936 	349378 	429133 	491818 	483261 	492473 	509985 	489413 	506466 	379225 	378111 
M,PAS,TOT,INTL,PAS_CRD,LU_ELLX	492404 	474970 	358558 	376612 	300209 	332123 	379404 	464453 	488801 	484694 	511869 	532430 	494276 	505403 	402763 	404100 
M,PAS,TOT,INTL,PAS_CRD,LV_EVRA	663658 	666080 	550276 	583993 	457217 	432421 	545771 	580886 	636713 	654180 	701901 	688941 	628387 	673439 	540582 	557499 
M,PAS,TOT,INTL,PAS_CRD,ME_LYPG	203073 	146065 	97354 	93449 	84916 	75723 	94745 	145752 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,ME_LYTV	160954 	96686 	19965 	17661 	16831 	16211 	20065 	77618 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,MK_LWOH	21414 	14723 	10552 	14120 	14234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,MK_LWSK	283740 	268373 	210313 	220688 	208616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,MT_LMML	897450 	839268 	631578 	592329 	508129 	561141 	725982 	897538 	928609 	924368 	1036422 	1073178 	990959 	: 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,NL_EHAM	6030639 	6038851 	5071186 	5164697 	4804000 	4693118 	5324550 	5825953 	6089600 	6031778 	6551592 	6621295 	6094409 	6229878 	5214934 	5286441 
M,PAS,TOT,INTL,PAS_CRD,NL_EHBK	27058 	22450 	4751 	4898 	5395 	6088 	7179 	17722 	19956 	23128 	19616 	20727 	13805 	13539 	4444 	3972 
M,PAS,TOT,INTL,PAS_CRD,NL_EHEH	650821 	653171 	456643 	437446 	418536 	434042 	514946 	627927 	698095 	674120 	663896 	695986 	678007 	667575 	486885 	462126 
M,PAS,TOT,INTL,PAS_CRD,NL_EHGG	13438 	11458 	4029 	4251 	4154 	3924 	3775 	6210 	12858 	11469 	15098 	18372 	11115 	10263 	2555 	3932 
M,PAS,TOT,INTL,PAS_CRD,NL_EHRD	245559 	203138 	121568 	121394 	130090 	135112 	150185 	194466 	243939 	240423 	265241 	285160 	250748 	206474 	124252 	137589 
M,PAS,TOT,INTL,PAS_CRD,NO_ENAL	22022 	20101 	15316 	14921 	12165 	14671 	15434 	19575 	22573 	24120 	35059 	29597 	23012 	21653 	14920 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENAT	0 	0 	0 	69 	0 	0 	92 	171 	1341 	1160 	0 	0 	0 	0 	9 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENBN	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENBO	2684 	2347 	4694 	3051 	4174 	3428 	3005 	3276 	3791 	7787 	14027 	11110 	7586 	3377 	4060 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENBR	230714 	219415 	150529 	155580 	128982 	134487 	159572 	206689 	224752 	286492 	371778 	329438 	257755 	233386 	157141 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENCN	19237 	19562 	12607 	12124 	11435 	11602 	13475 	20846 	24370 	24295 	21851 	21828 	27094 	25523 	18223 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENDU	0 	0 	693 	0 	0 	0 	239 	228 	978 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENEV	3337 	3158 	2286 	3394 	2639 	2609 	4245 	2915 	6285 	10394 	15096 	16092 	6087 	4728 	1301 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENFL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENGM	1453755 	1393907 	1041430 	1066442 	962075 	1004128 	1127043 	1284963 	1359327 	1580309 	1894320 	1616451 	1465721 	1405060 	1060712 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENHD	10675 	12108 	7789 	6818 	6704 	8243 	8881 	10205 	10900 	11046 	15120 	12234 	9590 	11503 	9944 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENHF	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENKB	0 	1183 	1503 	1247 	1333 	1418 	1759 	860 	339 	829 	1387 	858 	11 	1172 	1665 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENKR	0 	0 	0 	0 	0 	0 	0 	64 	123 	330 	469 	411 	235 	97 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENLK	0 	0 	0 	0 	0 	0 	0 	0 	34 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENML	0 	613 	322 	369 	0 	506 	111 	0 	0 	1006 	3138 	1804 	422 	481 	814 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENMS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENOV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENRA	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENSB	518 	0 	0 	0 	154 	876 	35 	18 	1523 	3469 	5661 	1375 	436 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENSG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENSK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENST	0 	0 	0 	0 	0 	0 	0 	48 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENTC	21038 	28743 	69623 	100249 	112864 	111777 	110910 	37051 	22821 	31822 	42539 	36447 	25450 	33562 	74877 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENTO	135314 	141372 	113372 	114923 	90644 	104539 	111582 	117698 	122219 	137298 	160218 	145162 	130830 	133796 	95518 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENVA	88823 	81708 	54776 	54186 	50754 	51688 	62846 	71082 	82841 	99847 	114148 	101750 	86050 	76628 	58870 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENVD	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
M,PAS,TOT,INTL,PAS_CRD,NO_ENZV	142323 	140839 	107198 	107070 	90548 	94406 	111576 	116367 	135351 	157589 	199693 	160233 	143324 	134602 	106679 	: 
M,PAS,TOT,INTL,PAS_CRD,PL_EPBY	33597 	22186 	17793 	21021 	17358 	21259 	23291 	26280 	36117 	45294 	50292 	51013 	42633 	36562 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,PL_EPGD	625331 	582012 	445761 	456528 	399839 	428398 	457732 	548441 	605047 	669878 	755578 	757201 	675555 	626952 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,PL_EPKK	996285 	985557 	818691 	842777 	762983 	827002 	953374 	1034606 	1110499 	1135950 	1231929 	1275552 	1170242 	1169170 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,PL_EPKT	771845 	547744 	339386 	351480 	347571 	345109 	366277 	416035 	644409 	829314 	949581 	967762 	875830 	630958 	: 	: 
M,PAS,TOT,INTL,PAS_CRD,PL_EPLB	45633 	31168 	22589 	25131 	20549 	21603 	26223 	32780 	39322 	48350 	55131 	55735 	47693 	35349 	: 	: 
